word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,affiliation,compound,pos,neg,neu,frequency,sentiment
brand,new,album,forever,christmas,fans,coast,coast,proceeds,ticket,Right,0.0,0.0,0.0,1.0,3579,Neutral
song,first,made,famous,judy,meet,st,louis,countless,renditions,Right,0.0,0.0,0.0,1.0,3579,Neutral
emergence,grinch,called,covid,stolen,,,,,,Right,-0.5,0.0,0.113,0.887,235,Negative
playlist,song,first,made,famous,garland,meet,st,louis,countless,Right,0.0,0.0,0.0,1.0,3579,Neutral
babe,manger,chelsea,amber,dana,god,rest,ye,merry,gentlemenhearing,Right,0.7,0.189,0.0,0.811,177,Positive
keenly,kept,apart,travel,restrictions,smith,cold,christmasreturning,theme,east,Right,0.2,0.074,0.0,0.926,334,Positive
dana,marie,god,rest,ye,gentlemenhearing,cousins,’,brownrigg,’,Right,0.3,0.084,0.0,0.916,395,Positive
cozy,home,bubbles,found,merch,purchased,tickets,canceled,halifax,convention,Right,0.0,0.0,0.0,1.0,3579,Neutral
she,ledwell,“,christmas,album,cline,never,made,”,felt,Right,0.0,0.0,0.0,1.0,3579,Neutral
shows,automatically,refunded,ticket,atlantic,macneil,bells,ringwhen,comes,crackly,Right,0.0,0.0,0.0,1.0,3579,Neutral
gives,egg,thumbs,spiked,otherwise,cousins,brownrigg,little,road,bethlehemthere,Right,0.0,0.0,0.0,1.0,3579,Neutral
bells,ring,jenn,grant,says,considered,including,title,song,christmas,Right,0.4,0.091,0.0,0.909,707,Positive
flowers,sunflowers,sweet,peas,cosmos,friendly,plants,sweet,alyssum,nasturtiums,Right,0.9,0.319,0.0,0.681,51,Positive
discover,gear,tools,use,gardens,evers,gardener,organizer,kingswood,pollinator,Right,0.0,0.0,0.0,1.0,3579,Neutral
suet,entertainment,winter,months,”,moir,halifax,seedas,vegetable,gardener,Right,0.4,0.104,0.0,0.896,707,Positive
indoor,plants,like,succulents,gifts,lover•,’,go,wrong,packets,Right,-0.2,0.087,0.108,0.804,158,Negative
lee,valley,useful,gift,idea,jabbourneville,mackay,mother,bloomersneville,knows,Right,0.7,0.195,0.0,0.805,177,Positive
root,knife,transplant,spade,”,says,“,’,well,made,Right,0.3,0.087,0.0,0.913,395,Positive
faceswanda,earhart,every,woman,centre,said,she,seen,evidence,increased,Right,0.3,0.077,0.0,0.923,395,Positive
campaign,social,worker,cape,breton,regional,centre,education,donated,similar,Right,0.0,0.0,0.0,1.0,3579,Neutral
home,realize,much,mother,struggled,older,she,sees,families,she,Right,-0.3,0.0,0.088,0.912,224,Negative
happy,new,faceswanda,earhart,every,centre,sydney,said,she,seen,Right,0.6,0.129,0.0,0.871,344,Positive
past,several,weeks,visible,pre,sky,around,reaching,altitude,approximately,Right,0.2,0.067,0.0,0.933,334,Positive
skiesmercury,currently,close,sun,seen,magnitude,past,several,weeks,visible,Right,0.0,0.0,0.0,1.0,3579,Neutral
potatoes,veggies,two,three,days,get,old,fast,overestimate,amount,Right,0.0,0.0,0.0,1.0,3579,Neutral
last,year,shock,waves,knocked,menna,’,front,frame,place,Right,-0.4,0.0,0.098,0.902,231,Negative
ripped,philadelphia,oil,refinery,last,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
oil,refinery,last,year,shock,,,,,,Right,-0.4,0.0,0.094,0.906,231,Negative
agencies,nonpartisan,group,based,arlington,“,public,’,desire,pollution,Right,0.4,0.105,0.0,0.895,707,Positive
nostrils,felt,like,fire,”,went,emergency,room,doctors,put,Right,-0.4,0.085,0.169,0.746,231,Negative
fell,hitting,lowest,since,late,dollar,extended,losses,well,mixed,Right,-0.5,0.069,0.174,0.757,235,Negative
rose,greenback,fell,data,showed,economy,grew,annualized,basis,third,Right,0.0,0.0,0.0,1.0,3579,Neutral
fell,tuesday,lowest,years,investor,,,,,,Right,-0.4,0.0,0.094,0.906,231,Negative
zealand,dollar,hit,highest,since,last,us,canadian,dollar,rose,Right,0.0,0.0,0.0,1.0,3579,Neutral
steve,mnuchin,house,representatives,speaker,pelosi,later,tuesday,stimulus,package,Right,0.0,0.0,0.0,1.0,3579,Neutral
australian,new,zealand,canadian,dollars,greenback,euro,new,zealand,dollar,Right,0.0,0.0,0.0,1.0,3579,Neutral
increased,prospects,fiscal,stimulus,united,,,,,,Right,0.7,0.236,0.0,0.764,177,Positive
based,company,largest,residential,landlords,developed,billion,dollar,real,estate,Right,0.0,0.0,0.0,1.0,3579,Neutral
company,vice,president,human,resources,mccarville,says,managed,dedicated,network,Right,0.5,0.107,0.0,0.893,336,Positive
apartment,reit,halifax,based,company,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
dedicated,network,employees,across,country,says,company,staff,continue,play,Right,0.7,0.184,0.0,0.816,177,Positive
world,several,continents,“,teams,south,america,north,america,europe,Right,0.0,0.0,0.0,1.0,3579,Neutral
company,’,sales,happen,outside,she,says,despite,challenge,employees,Right,-0.1,0.0,0.048,0.952,110,Negative
alongside,overall,passion,sustainability,according,penney,dieter,gautschi,“,company,Right,0.5,0.111,0.0,0.889,336,Positive
network,employees,customers,began,right,scotia,launched,small,entrepreneurial,venture,Right,0.1,0.057,0.0,0.943,139,Positive
employment,opportunities,visit,clearwater,careers,www,clearwater,story,careers,clearwater,Right,0.4,0.094,0.0,0.906,707,Positive
’,sales,happen,outside,canada,says,despite,challenge,employees,around,Right,-0.1,0.0,0.048,0.952,110,Negative
richard,yerema,managing,editor,annual,’,top,employers,project,says,Right,0.2,0.07,0.0,0.93,334,Positive
families,career,advancement,14th,year,scotia,’,top,employers,competition,Right,0.2,0.07,0.0,0.93,334,Positive
still,achievable,halifaxthe,population,atlantic,projected,grow,significantly,next,five,Right,0.3,0.084,0.0,0.916,395,Positive
right,assets,equally,reliable,car,ring,might,worth,something,’,Right,0.4,0.135,0.0,0.865,707,Positive
property,value,probably,continuing,increase,scotia,senior,mortgage,advisor,clinton,Right,0.6,0.164,0.0,0.836,344,Positive
inflation,”,mortgage,refinancing,numbershere,homeowners,refinance,cent,value,home,Right,0.3,0.091,0.0,0.909,395,Positive
underwriting,policies,insured,mortgages,may,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
quips,clinton,rule,change,announced,clinton,says,prompted,even,people,Right,0.0,0.0,0.0,1.0,3579,Neutral
cmhc,changed,underwriting,policies,insured,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
his,father,banker,royal,bank,studying,commerce,saint,mary,’,Right,0.0,0.0,0.0,1.0,3579,Neutral
sizeable,landlord,him,his,wife,burchell,realtor,royal,lepage,seven,Right,0.0,0.0,0.0,1.0,3579,Neutral
bank,canada,studying,commerce,saint,’,university,’,wait,home,Right,0.0,0.0,0.0,1.0,3579,Neutral
houses,whether,his,office,dresden,downtown,halifax,his,new,modern,Right,0.0,0.0,0.0,1.0,3579,Neutral
’,wait,home,working,developer,australia,ibm,columbus,ohio,“,Right,0.0,0.0,0.0,1.0,3579,Neutral
bright,minds,sport,graduate,university,degree,chemical,engineering,bottcher,ideas,Right,0.4,0.104,0.0,0.896,707,Positive
foursome,made,final,tim,hortons,last,three,years,even,though,Right,0.0,0.0,0.0,1.0,3579,Neutral
making,transition,junior,star,elite,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
moulding,brad,thiessen,karrick,martin,“,really,’,trying,keep,Right,0.0,0.0,0.0,1.0,3579,Neutral
stories,comes,making,transition,junior,elite,level,curler,’,see,Right,0.0,0.0,0.0,1.0,3579,Neutral
pretty,amazing,think,”,said,smallwood,director,development,winnifred,stewart,Right,0.8,0.233,0.0,0.767,183,Positive
life,following,death,his,mother,years,’,sure,virtually,every,Right,-0.4,0.079,0.134,0.788,231,Negative
said,candace,smallwood,director,development,stewart,foundation,inaugural,event,scheduled,Right,0.0,0.0,0.0,1.0,3579,Neutral
hard,covid,continue,fall,least,recovery,benefit,enhanced,employment,insurance,Right,0.4,0.106,0.049,0.845,707,Positive
vaccine,comes,along,september,everything,steady,she,goes,”,,Right,0.0,0.0,0.0,1.0,3579,Neutral
”,conservative,party,canada,leader,’,toole,issued,statement,following,Right,0.4,0.105,0.0,0.895,707,Positive
along,september,everything,else,steady,goes,”,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
remember,incident,denied,happened,justice,knickle,said,she,found,“,Right,0.1,0.116,0.099,0.785,139,Positive
happened,justice,frances,knickle,said,found,“,irreconcilable,constitute,major,Right,0.5,0.124,0.0,0.876,336,Positive
guilty,sexual,assault,anal,intercourse,without,consent,according,written,decision,Right,-0.8,0.0,0.264,0.736,84,Negative
increases,accessibility,active,transportation,generally,mercer,reports,municipal,politics,st,Right,0.4,0.097,0.0,0.903,707,Positive
trails,accommodate,cyclists,coun,dave,council,lead,committee,made,motion,Right,0.0,0.0,0.0,1.0,3579,Neutral
active,means,”,said,coun,burton,burton,alluded,switch,advisory,Right,0.4,0.101,0.0,0.899,707,Positive
transportation,st,john,’,coun,hickman,asked,change,would,mean,Right,0.0,0.0,0.0,1.0,3579,Neutral
amazon,collect,remit,sales,taxes,physical,digital,products,services,sold,Right,0.2,0.064,0.0,0.936,334,Positive
weeks,auditor,general,told,mps,losing,least,million,annually,unpaid,Right,-0.4,0.0,0.094,0.906,231,Negative
facebook,would,put,place,starting,bring,billion,five,years,new,Right,0.0,0.0,0.0,1.0,3579,Neutral
economic,development,organization,annapolis,valley,economic,development,priorities,members,include,Right,0.0,0.0,0.0,1.0,3579,Neutral
task,force,valley,ren,ceo,tufts,said,covid,pandemic,hit,Right,0.0,0.0,0.0,1.0,3579,Neutral
valley,ren,communications,co,ordinator,hancock,said,’,campaign,shows,Right,0.0,0.0,0.0,1.0,3579,Neutral
ren,provided,members,matched,province,scotia,support,economic,development,regional,Right,0.4,0.097,0.0,0.903,707,Positive
businesses,possibly,”,tufts,said,said,plenty,success,stories,promote,Right,0.7,0.215,0.0,0.785,177,Positive
christmas,card,fundraiser,years,artist,groenendyk,designs,cards,gives,light,Right,0.0,0.0,0.0,1.0,3579,Neutral
two,occasion,cards,images,artist,carr,although,group,members,’,Right,0.0,0.0,0.0,1.0,3579,Neutral
little,dreams,”,words,former,,,,,,Right,0.3,0.092,0.0,0.908,395,Positive
hoping,make,contacts,friends,coming,scotia,post,secondary,studies,amerongen,Right,0.7,0.197,0.0,0.803,177,Positive
society,visit,light,learning,facebook,society,’,website,light4learning,org,Right,0.0,0.0,0.0,1.0,3579,Neutral
’,shop,canning,amerongen,said,vested,interest,working,help,ensure,Right,0.8,0.32,0.0,0.68,183,Positive
stoves,cooking,families,village,paid,’,school,fees,supported,people,Right,0.3,0.087,0.0,0.913,395,Positive
”,red,cross,recruiting,throughout,scotia,“,canadian,red,cross,Right,0.0,0.0,0.0,1.0,3579,Neutral
mons,crowell,charlie,toole,gordie,jack,hepburn,ron,conrad,johnny,Right,0.0,0.0,0.0,1.0,3579,Neutral
championship,following,year,elks,representing,finishing,third,world,championship,play,Right,0.8,0.263,0.0,0.737,183,Positive
henderson,world,fastball,championship,santa,california,abrookfield,—by,lyle,carterspecial,Right,0.4,0.104,0.0,0.896,707,Positive
mathesons,hendersons,played,part,everyone,seemed,get,aboard,father,henderson,Right,0.4,0.127,0.0,0.873,707,Positive
books,shipped,new,york,california,“,terry,fun,grow,”,Right,0.5,0.125,0.0,0.875,336,Positive
grade,six,downstairs,first,teacher,crouse,recall,bigger,boys,would,Right,0.0,0.0,0.0,1.0,3579,Neutral
“,terry,fun,grow,”,henderson,matheson,sister,seven,siblings,Right,0.5,0.125,0.0,0.875,336,Positive
native,province,terry,his,wife,raised,six,children,eight,grandchildren,Right,0.0,0.0,0.0,1.0,3579,Neutral
henderson,’,early,territory,northern,scotia,prince,edward,island,eventually,Right,0.0,0.0,0.0,1.0,3579,Neutral
miller,donnie,stevens,knack,landing,truro,district,hockey,league,imports,Right,0.0,0.0,0.0,1.0,3579,Neutral
wally,fisher,jeep,watson,lawrence,john,mackenzie,conroy,rollie,stevens,Right,0.0,0.0,0.0,1.0,3579,Neutral
education,enjoyed,well,school,”,said,“,gives,us,pleasure,Right,0.8,0.302,0.0,0.698,183,Positive
morning,tim,tarts,miss,teen,scotia,north,america,royal,canadian,Right,-0.2,0.0,0.06,0.94,158,Negative
”,trenton,posted,’,facebook,tree,lighting,filmed,shared,online,Right,0.3,0.094,0.0,0.906,395,Positive
hemlock,group,morning,tim,tarts,teen,nova,scotia,north,america,Right,0.0,0.0,0.0,1.0,3579,Neutral
water,winter,got,water,little,neighbour,summer,brook,dried,neighbour,Right,0.0,0.0,0.0,1.0,3579,Neutral
experienced,young,paris,“,family,scotia,deserve,treatment,got,nobody,Right,0.0,0.0,0.0,1.0,3579,Neutral
lack,electricity,ice,box,two,house,“,water,’,mean,Right,-0.3,0.0,0.091,0.909,224,Negative
coats,old,fur,coats,winter,fed,us,porridge,puffed,wheat,Right,0.0,0.0,0.0,1.0,3579,Neutral
ymca,pictou,county,’,facebook,chance,win,well,goodwin,said,Right,0.8,0.264,0.0,0.736,183,Positive
different,covid,pandemic,ymca,ceo,goodwin,said,’,best,make,Right,0.6,0.149,0.0,0.851,344,Positive
get,creative,keep,fundraising,”,said,she,’,thankful,community,Right,0.8,0.231,0.0,0.769,183,Positive
anywhere,”,upcoming,tuc,talks,nova,scotia,quality,life,initiativespeakers,Right,0.0,0.0,0.0,1.0,3579,Neutral
changing,political,landscape,around,globe,sheridan,helping,organize,event,said,Right,0.3,0.081,0.0,0.919,395,Positive
residency,program,northern,nova,scotia,leblanc,project,navigator,healthy,pictou,Right,0.4,0.097,0.0,0.903,707,Positive
”,upcoming,tuc,talks,jan,scotia,quality,life,initiativespeakers,danny,Right,0.0,0.0,0.0,1.0,3579,Neutral
format,“,thought,great,”,said,“,speakers,anywhere,audience,Right,0.6,0.157,0.0,0.843,344,Positive
draft,memorandum,understanding,fisheries,minister,jordan,’,office,regarding,sipekne,Right,0.0,0.0,0.0,1.0,3579,Neutral
rights,says,affirmed,supreme,court,launched,self,regulated,moderate,livelihood,Right,0.7,0.231,0.0,0.769,177,Positive
–,district,municipalities,argyle,barrington,digby,shelburne,yarmouth,towns,clark,Right,0.0,0.0,0.0,1.0,3579,Neutral
moderate,livelihood,fishery,september,st,bay,band,said,federal,government,Right,0.2,0.067,0.0,0.933,334,Positive
area,lfa,runs,along,province,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
—,critical,breeding,periods,—,surface,dispute,saw,peaceful,protest,Right,-0.4,0.106,0.232,0.662,231,Negative
county,start,commercial,lobster,season,comeauin,lfa,takes,yarmouth,county,Right,0.0,0.0,0.0,1.0,3579,Neutral
monday,southeast,monday,evening,forecast,calling,knot,winds,southeast,boats,Right,0.0,0.0,0.0,1.0,3579,Neutral
favourite,place,world,20s,jasper,mountains,hiking,white,water,canoeing,Right,0.0,0.0,0.0,1.0,3579,Neutral
life,five,month,trip,southeast,cheap,early,20s,spent,time,Right,0.0,0.0,0.0,1.0,3579,Neutral
leonardo,vinci,robin,williams,queen,suppose,say,vinci,brilliant,artist,Right,0.6,0.132,0.0,0.868,344,Positive
answer,wife,jennifer,three,kids,caileigh,liam,live,enjoy,spending,Right,0.5,0.113,0.0,0.887,336,Positive
person,trouble,lol,happy,marry,happy,birth,three,children,anxiety,Right,0.8,0.287,0.124,0.59,183,Positive
written,produced,wendy,wacko,starred,nielsen,august,schellenberg,bruce,greenwood,Right,0.0,0.0,0.0,1.0,3579,Neutral
took,his,life,elizabeth,she,power,despite,huge,challenges,she,Right,-0.2,0.048,0.072,0.88,158,Negative
mountain,filmed,released,written,produced,wacko,starred,leslie,nielsen,august,Right,0.0,0.0,0.0,1.0,3579,Neutral
despair,took,his,life,elizabeth,rose,power,despite,huge,challenges,Right,-0.5,0.046,0.149,0.805,235,Negative
groups,activities,q,used,journalist,reporter,loved,journalist,investigative,work,Right,0.6,0.14,0.0,0.86,344,Positive
despite,huge,challenges,she,faced,daughter,henry,viii,she,took,Right,-0.2,0.048,0.072,0.88,158,Negative
plus,catch,”,said,bernie,president,coldwater,lobster,association,october,Right,0.0,0.0,0.0,1.0,3579,Neutral
irvine,executive,director,lobster,council,program,involves,three,ms,marketing,Right,0.0,0.0,0.0,1.0,3579,Neutral
•,belgium,•,netherlands,•,•,spain,•,taiwan,•,Right,0.0,0.0,0.0,1.0,3579,Neutral
would,ever,guessed,last,may,even,summer,”,said,last,Right,0.0,0.0,0.0,1.0,3579,Neutral
recent,dfo,enforcement,traps,st,bay,department,said,violates,fishing,Right,-0.5,0.0,0.117,0.883,235,Negative
upcoming,commercial,lobster,season,southwestern,scotia,province,’,south,shore,Right,0.0,0.0,0.0,1.0,3579,Neutral
dumping,day,southwestern,nova,scotia,comeau,lobster,vessels,head,lobster,Right,-0.3,0.0,0.084,0.916,224,Negative
council,canada,program,involves,three,marketing,market,intelligence,market,access,Right,0.5,0.11,0.0,0.89,336,Positive
factored,trend,interest,cottage,country,,,,,,Right,0.5,0.107,0.0,0.893,336,Positive
—,realize,’,got,go,break,”,kirk,richards,sales,Right,0.0,0.0,0.0,1.0,3579,Neutral
contributed,contributedin,annapolis,valley,region,scotia,royal,lepage,atlantic,sales,Right,0.0,0.0,0.0,1.0,3579,Neutral
royal,lepage,vision,realty,mount,—,contributed,contributedmoving,back,newfoundlandhe,Right,0.2,0.077,0.0,0.923,334,Positive
outstanding,growth,performance,awards,presented,day,includes,learning,event,focused,Right,0.9,0.357,0.0,0.643,51,Positive
co,ltd,transformational,leadership,category,admired,ceos,stellarton,firm,best,Right,0.8,0.238,0.0,0.762,183,Positive
years,ranni,said,covid,situation,scotia,new,brunswick,well,p,Right,0.3,0.08,0.0,0.92,395,Positive
busy,restaurant,lot,traffic,said,ranni,restaurant,manager,seniors,big,Right,0.0,0.0,0.0,1.0,3579,Neutral
charlottetown,restaurants,—,gahan,house,rossa,—,reassurance,right,decision,Right,0.4,0.098,0.0,0.902,707,Positive
friends,people,day,every,week,nov,first,day,dining,room,Right,0.5,0.11,0.0,0.89,336,Positive
good,business,keep,us,going,said,unfortunate,part,decision,three,Right,-0.0,0.097,0.1,0.803,3579,Neutral
health,officer,announcement,last,week,20s,tested,positive,covid,attended,Right,0.6,0.126,0.0,0.874,344,Positive
”,creatros,technologies,co,founder,sullivan,cox,palmer,trailblazer,award,Right,0.5,0.127,0.0,0.873,336,Positive
software,solutions,million,individuals,throughout,united,states,caribbean,brophy,emphasized,Right,0.5,0.158,0.0,0.842,336,Positive
royal,bank,entrepreneurial,excellence,award,brophy,president,ceo,fonemed,telemedicine,Right,0.8,0.241,0.0,0.759,183,Positive
people,grow,vegetables,year,round,dunne,alderwood,retirement,centre,took,Right,0.0,0.0,0.0,1.0,3579,Neutral
succeed,showing,others,done,”,bland,sucseed,took,home,college,Right,0.5,0.118,0.0,0.882,336,Positive
businesses,right,across,province,”,bessell,ceo,nlowe,said,news,Right,0.0,0.0,0.0,1.0,3579,Neutral
shop,salt,co,directors,creators,saunders,emily,evans,claimed,bluedrop,Right,0.0,0.0,0.0,1.0,3579,Neutral
powered,intelligent,skills,traceability,tools,budgell,president,nlowe,’,board,Right,0.5,0.111,0.0,0.889,336,Positive
become,family,run,restaurant,mount,serving,authentic,pakistani,indian,dishes,Right,0.0,0.0,0.0,1.0,3579,Neutral
help,share,lessons,learned,”,said,release,“,think,’,Right,0.6,0.189,0.0,0.811,344,Positive
said,kimberly,davey,owner,gourmet,business,service,creations,“,always,Right,0.4,0.098,0.0,0.902,707,Positive
operate,safely,said,executive,director,zinn,“,hearts,broken,vendors,Right,0.0,0.109,0.106,0.785,3579,Neutral
market,cancelled,nov,support,came,wood,cured,creations,—,charlottetown,Right,0.5,0.181,0.068,0.751,336,Positive
year,due,covid,pandemic,said,davey,owner,gourmet,cookie,business,Right,0.0,0.0,0.0,1.0,3579,Neutral
producer,dropped,perishables,thursday,morning,saw,she,could,adapt,space,Right,0.0,0.0,0.0,1.0,3579,Neutral
appeared,justify,unprecedented,spending,noting,suffered,“,fourth,largest,”,Right,-0.5,0.0,0.122,0.878,235,Negative
oil,prices,collapsed,harper,everyone,ottawa,failed,notice,recession,wiped,Right,-0.8,0.0,0.263,0.737,84,Negative
three,united,states,japan,germany,britain,italy,made,better,three,Right,0.7,0.192,0.0,0.808,177,Positive
anchor,outline,economy,stable,”,said,budget,update,she,offer,Right,0.3,0.084,0.0,0.916,395,Positive
yet,freeland,’,quite,bring,go,“,economy,recovered,time,Right,0.0,0.0,0.0,1.0,3579,Neutral
long,term,indonesia,australia,she,’,investment,adviser,indonesia,first,Right,0.0,0.0,0.0,1.0,3579,Neutral
centre,arts,achievements,include,staging,renovating,theatre,mainstage,returning,original,Right,0.3,0.084,0.0,0.916,395,Positive
world,climbed,several,mountains,sledded,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
management,experiences,diverse,well,global,worked,many,countries,around,europe,Right,0.3,0.077,0.0,0.923,395,Positive
inman,since,travelled,countries,around,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
storage,network,would,modelled,new,carbon,trunk,line,designed,collect,Right,0.0,0.0,0.0,1.0,3579,Neutral
defence,arbitrary,measures,joint,interests,needs,address,dependence,single,market,Right,0.3,0.124,0.0,0.876,395,Positive
reporting,arunima,kumar,bengaluru,editing,jacob,phillips,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
laeila,laudette,editing,inti,landauro,evans,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
many,locals,seeking,move,reporting,laeila,laudette,editing,inti,landauro,Right,0.0,0.0,0.0,1.0,3579,Neutral
residents,property,portal,idealista,said,capital,madrid,another,tourist,hotspot,Right,0.0,0.0,0.0,1.0,3579,Neutral
falling,student,towns,like,sevilla,meanwhile,saw,rents,drop,classes,Right,-0.1,0.086,0.127,0.788,110,Negative
kehoe,cooke,she,entered,sisters,halifax,made,first,profession,time,Right,0.0,0.0,0.0,1.0,3579,Neutral
parents,she,predeceased,sisters,tillie,sister,eileen,miriam,poirier,rita,Right,0.0,0.0,0.0,1.0,3579,Neutral
predeceased,sisters,tillie,edna,sister,miriam,poirier,rita,margaret,young,Right,0.0,0.0,0.0,1.0,3579,Neutral
sister,eileen,miriam,poirier,rita,young,brothers,aloysius,clifford,austin,Right,0.0,0.0,0.0,1.0,3579,Neutral
sisters,tillie,edna,sister,eileen,poirier,rita,margaret,young,brothers,Right,0.0,0.0,0.0,1.0,3579,Neutral
sister,idella,taught,school,years,scotia,british,columbia,quebec,addition,Right,0.0,0.0,0.0,1.0,3579,Neutral
edna,sister,eileen,miriam,poirier,margaret,young,brothers,aloysius,clifford,Right,0.0,0.0,0.0,1.0,3579,Neutral
addition,parents,she,predeceased,sisters,edna,sister,eileen,miriam,poirier,Right,0.0,0.0,0.0,1.0,3579,Neutral
born,reserve,mines,cape,breton,daughter,late,samuel,udvevilla,kehoe,Right,0.0,0.0,0.0,1.0,3579,Neutral
three,decades,police,prosecutor,said,his,40s,found,apartment,,Right,0.0,0.0,0.0,1.0,3579,Neutral
captive,home,three,decades,police,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
located,venue,near,french,parliament,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
francoise,discreetly,located,venue,near,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
mousset,effort,illustrates,broader,campaign,globally,business,owners,push,back,Right,0.0,0.0,0.0,1.0,3579,Neutral
parliament,whose,visitors,book,boasts,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
closed,christmas,new,year,open,earliest,high,stakes,contest,france,Right,0.0,0.0,0.0,1.0,3579,Neutral
griset,boss,maire,prime,minister,castex,granted,requests,associations,representing,Right,0.2,0.074,0.0,0.926,334,Positive
going,protest,street,additional,reporting,thomas,writing,christian,lowe,edited,Right,-0.1,0.055,0.073,0.873,110,Negative
manigold,sending,private,messages,bruno,finance,economy,minister,old,acquaintance,Right,0.0,0.0,0.0,1.0,3579,Neutral
groups,joined,celebrity,chefs,including,etchebest,french,equivalent,tv,chef,Right,0.0,0.0,0.0,1.0,3579,Neutral
thomas,writing,christian,lowe,edited,ledwith,,,,,Right,0.1,0.057,0.0,0.943,139,Positive
alain,ducasse,runs,three,michelin,restaurant,london,dorchester,banner,staying,Right,0.0,0.0,0.0,1.0,3579,Neutral
boar,pate,chestnuts,veal,crepes,late,september,second,wave,covid,Right,0.0,0.0,0.0,1.0,3579,Neutral
point,compromise,public,health,advice,said,two,months,restaurateurs,fighting,Right,-0.4,0.0,0.091,0.909,231,Negative
rights,person,inherently,entitled,simply,human,inherent,human,beings,regardless,Right,0.3,0.077,0.0,0.923,395,Positive
civics,”,schools,seems,hit,affair,depending,province,’,suggested,Right,0.0,0.0,0.0,1.0,3579,Neutral
every,day,year,long,island,island,new,design,proven,digby,Right,0.0,0.0,0.0,1.0,3579,Neutral
legally,exempt,cars,licensed,declared,scotia,registry,motor,vehicles,noted,Right,0.2,0.104,0.0,0.896,334,Positive
upkeep,little,tancook,wharf,major,away,becoming,damaged,beyond,repair,Right,-0.4,0.0,0.104,0.896,231,Negative
misleading,assumptions,made,chester,resident,fraser,aside,dissident,voices,think,Right,-0.4,0.0,0.097,0.903,231,Negative
ferry,far,outweigh,negative,impacts,fraser,states,“,island,cars,Right,-0.6,0.0,0.134,0.866,263,Negative
port,authorities,important,role,play,’,plans,net,zero,economy,Right,0.5,0.154,0.0,0.846,336,Positive
rotational,worker,nov,rotational,worker,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
rotational,worker,children,say,dr,morrison,nothing,compassionate,totally,bending,Right,-0.4,0.0,0.095,0.905,231,Negative
islanders,situations,would,absolutely,wrong,pineau,mayfieldrelated,,,,Right,-0.5,0.0,0.119,0.881,235,Negative
compassionate,totally,bending,rules,much,safely,us,able,still,see,Right,0.8,0.211,0.0,0.789,183,Positive
even,case,numbers,rising,atlantic,—,region,still,hailed,success,Right,0.7,0.196,0.0,0.804,177,Positive
bells,andrews,sisters,santa,baby,kitt,santa,claus,coming,town,Right,0.0,0.0,0.0,1.0,3579,Neutral
petty,twitter,tirades,’,late,,,,,,Right,-0.2,0.0,0.07,0.93,158,Negative
week,“,hello,dear,mrs,oliver,know,message,surprise,firstly,Right,0.6,0.17,0.0,0.83,344,Positive
kirsty,maccoll,last,christmas,wham,xmas,everybody,slade,wish,could,Right,0.4,0.097,0.0,0.903,707,Positive
inbox,week,“,hello,dear,maya,oliver,know,message,surprise,Right,0.6,0.17,0.0,0.83,344,Positive
outfit,learned,vader,’,dialogue,fisher,later,recalled,his,west,Right,0.0,0.0,0.0,1.0,3579,Neutral
film,adults,may,find,merely,detect,seam,“,physical,portrayal,Right,0.0,0.0,0.0,1.0,3579,Neutral
played,darth,vader,original,“,wars,”,trilogy,died,covid,Right,-0.5,0.147,0.226,0.627,235,Negative
wave,hamper,disbursed,oecd,noted,’,household,income,rose,cent,Right,0.0,0.0,0.0,1.0,3579,Neutral
manley,former,saskatchewan,finance,minister,mackinnon,includes,country,’,finest,Right,0.0,0.0,0.0,1.0,3579,Neutral
economists,like,glen,hodgson,stéfane,national,bank,financial,travelled,road,Right,0.4,0.091,0.0,0.909,707,Positive
noted,canada,’,household,income,cent,second,quarter,even,gdp,Right,0.0,0.0,0.0,1.0,3579,Neutral
estimated,scotiabank,billion,year,speech,made,toronto,economic,forum,last,Right,0.0,0.0,0.0,1.0,3579,Neutral
–,jason,kenney,’,government,brian,pallister,’,government,manitoba,Right,0.0,0.0,0.0,1.0,3579,Neutral
vaccine,trudeau,acknowledged,vaccine,arrive,sometime,first,quarter,nations,may,Right,0.0,0.0,0.0,1.0,3579,Neutral
opposition,parties,wednesday,conservative,leader,’,toole,said,center,disease,Right,0.4,0.101,0.0,0.899,707,Positive
