word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,affiliation,compound,pos,neg,neu,frequency,sentiment
netflix,“,borat,subsequent,moviefilm,”,baron,cohen,’,sequel,movie,“,Right,0.0,0.0,0.0,1.0,3094,Neutral
europeans,jazz,social,media,created,darren,whose,previous,credits,include,“,younger,Right,0.5,0.143,0.0,0.857,369,Positive
’,dazzling,first,wife,rebecca,new,winter,frightened,dominating,housekeeper,mrs,danvers,Right,-0.6,0.0,0.159,0.841,309,Negative
shown,scene,suggested,giuliani,bedroom,young,actress,posing,journalist,lying,bed,his,Right,-0.5,0.0,0.105,0.895,245,Negative
closures,multnomah,falls,oregon,tallest,waterfall,herbert,staffso,sat,jamie,hale,brooke,Right,0.0,0.0,0.0,1.0,3094,Neutral
jryan,oregonian,jimryan015subscribe,oregonian,’,youtube,catch,every,episode,peak,northwest,follow,Right,0.0,0.0,0.0,1.0,3094,Neutral
falls,—,dandy,trailside,waterfall,’,unless,knew,look,—,continued,cascade,Right,0.0,0.0,0.0,1.0,3094,Neutral
,,,,,,,,,,,,Right,0.0,0.0,0.0,1.0,3094,Neutral
,,,,,,,,,,,,Right,0.0,0.0,0.0,1.0,3094,Neutral
entire,situation,think,puts,period,”,kambeitz,said,she,angry,wetherington,done,Right,-0.5,0.0,0.105,0.895,245,Negative
even,admit,expect,level,evil,”,borden,valerie,’,mother,said,she,Right,-0.6,0.056,0.137,0.807,309,Negative
victims,—,valerie,kambeitz,lilly,kambeitz,kambeitz,jayden,kambeitz,—,died,blunt,Right,-0.7,0.0,0.185,0.815,130,Negative
july,four,victims,—,valerie,kambeitz,kambeitz,emma,kambeitz,jayden,kambeitz,—,Right,-0.3,0.0,0.078,0.922,242,Negative
total,annihilation,his,family,”,said,devlin,clallam,county,chief,criminal,deputy,Right,-0.5,0.0,0.108,0.892,245,Negative
prison,possibility,parole,murders,his,wife,kambeitz,three,children,wetherington,pleaded,guilty,Right,-0.9,0.0,0.272,0.728,48,Negative
puts,period,”,brenda,kambeitz,said,angry,wetherington,done,sister,nieces,nephew,Right,-0.5,0.0,0.105,0.895,245,Negative
warning,vehicles,including,wheel,drive,required,tire,chains,traveling,heart,’,hills,Right,-0.3,0.0,0.079,0.921,242,Negative
march,area,scheduled,open,daily,dec,opportunities,cross,country,skiers,snowshoers,range,Right,0.4,0.082,0.0,0.918,782,Positive
maya,grandfather,david,liz,jones,vera,foster,peninsula,daily,news,olympic,national,Right,0.0,0.0,0.0,1.0,3094,Neutral
friday,left,david,maya,grandfather,david,jones,vera,laura,foster,peninsula,daily,Right,0.0,0.0,0.0,1.0,3094,Neutral
area,hurricane,ridge,friday,left,david,grandfather,david,liz,jones,vera,laura,Right,0.0,0.0,0.0,1.0,3094,Neutral
david,maya,grandfather,david,liz,jones,laura,foster,peninsula,daily,news,olympic,Right,0.0,0.0,0.0,1.0,3094,Neutral
old,winners,chosen,contacted,via,email,dec,click,enter,,,,Right,0.5,0.097,0.0,0.903,369,Positive
according,clallam,county,health,officer,dr,unthank,jefferson,county,’,total,reached,Right,0.1,0.048,0.0,0.952,156,Positive
hospital,clallam,county,health,officer,dr,unthank,optimistic,county,’,numbers,improving,Right,0.6,0.159,0.0,0.841,384,Positive
’,seeing,early,signs,leveling,”,said,added,“,short,lived,people,Right,0.0,0.0,0.0,1.0,3094,Neutral
lane,crashed,head,northbound,mazda,driven,leon,olympia,leon,two,passengers,jenith,Right,0.0,0.0,0.0,1.0,3094,Neutral
oncoming,vehicle,swerved,back,toward,southbound,crashed,head,northbound,mazda,driven,bonnie,Right,0.0,0.0,0.0,1.0,3094,Neutral
serious,condition,monday,providence,st,hospital,johansen,driving,honda,accord,south,highway,Right,-0.1,0.0,0.043,0.957,136,Negative
johansen,swerved,his,vehicle,northbound,shoulder,oncoming,vehicle,swerved,back,toward,southbound,Right,0.0,0.0,0.0,1.0,3094,Neutral
jenith,doerr,lakeside,calif,year,old,olympia,transported,providence,st,precaution,state,Right,0.0,0.0,0.0,1.0,3094,Neutral
team,’,ncaa,college,football,game,,,,,,,Right,0.0,0.0,0.0,1.0,3094,Neutral
obstacles,early,season,wound,playing,nov,bowl,,,,,,Right,-0.2,0.056,0.08,0.864,173,Negative
night,score,tied,late,williams,knifed,layup,hit,two,free,throws,make,Right,0.5,0.102,0.0,0.898,369,Positive
record,number,voters,returned,ballots,month,,,,,,,Right,0.1,0.043,0.0,0.957,156,Positive
ballots,nov,general,election,final,rate,hit,percent,county,canvassing,boards,reviewed,Right,0.0,0.0,0.0,1.0,3094,Neutral
voter,access,laws,including,day,registration,said,coupled,year,voters,weighed,lengthy,Right,0.0,0.0,0.0,1.0,3094,Neutral
deaths,valerie,kambeitz,lilly,kambeitz,second,kambeitz,jayden,kambeitz,wetherington,registered,level,Right,0.0,0.0,0.0,1.0,3094,Neutral
basden,status,hearing,set,friday,trial,aggravated,first,degree,murder,occurs,victim,Right,-0.9,0.0,0.264,0.736,48,Negative
two,first,covering,deaths,valerie,kambeitz,kambeitz,second,emma,kambeitz,jayden,kambeitz,Right,0.0,0.0,0.0,1.0,3094,Neutral
first,degree,murder,first,degree,arson,devlin,chief,criminal,deputy,prosecuting,attorney,Right,-0.8,0.0,0.224,0.776,114,Negative
murder,charges,two,first,covering,deaths,kambeitz,lilly,kambeitz,second,emma,kambeitz,Right,-0.8,0.0,0.195,0.805,114,Negative
kathy,willens,associated,press,joseph,pisani,’,innocenzio,associated,pressnew,york,—,Right,0.0,0.0,0.0,1.0,3094,Neutral
comes,tabletop,tripod,used,selfie,stick,willens,associated,press,joseph,pisani,anne,Right,0.0,0.0,0.0,1.0,3094,Neutral
art,like,andy,warhol,’,famous,monroe,portraits,marissa,dibartolo,editor,chief,Right,0.4,0.082,0.0,0.918,782,Positive
warhol,’,famous,marilyn,monroe,portraits,dibartolo,editor,chief,toy,review,site,Right,0.0,0.0,0.0,1.0,3094,Neutral
toy,review,site,toy,insider,said,’,seen,coloring,books,challenging,puzzles,Right,0.2,0.054,0.0,0.946,332,Positive
naturally,acidic,add,lime,bulb,beds,beds,roses,orchards,deciduous,trees,especially,Right,0.0,0.0,0.0,1.0,3094,Neutral
tip,salish,she,occasionally,found,dawnpichonbarron,hoover,kyle,pittman,led,first,culture,Right,0.0,0.0,0.0,1.0,3094,Neutral
host,poetry,reading,conversations,guest,poets,pichón,barron,rena,priest,p,tuesday,Right,0.0,0.0,0.0,1.0,3094,Neutral
conversations,guest,poets,dawn,pichón,barron,priest,p,tuesday,dec,poetry,reading,Right,0.0,0.0,0.0,1.0,3094,Neutral
diversity,commonality,within,community,”,said,devoney,longhouse,cultural,programs,manager,“,Right,0.0,0.0,0.0,1.0,3094,Neutral
dawn,pichón,barron,rena,priest,p,dec,poetry,reading,followed,roundtable,discussion,Right,0.0,0.0,0.0,1.0,3094,Neutral
subliminal,”,published,floating,bridge,press,recipient,allied,arts,professional,poets,award,Right,0.5,0.111,0.0,0.889,369,Positive
places,she,author,chapbook,“,escape,blues,”,finishing,line,press,lives,Right,0.2,0.059,0.0,0.941,332,Positive
port,townsend,school,arts,auction,online,urbani,paz,peninsula,daily,news,port,Right,0.0,0.0,0.0,1.0,3094,Neutral
merged,nonprofit,organization,—,northwind,art,—,expressed,delight,way,“,weaving,Right,0.6,0.13,0.0,0.87,384,Positive
scarlet,”,two,umbrellas,designed,painter,sistek,“,wake,call,”,max,Right,0.0,0.0,0.0,1.0,3094,Neutral
”,she,said,images,displayed,catalog,tremain,’,“,neah,bay,doves,Right,0.0,0.0,0.0,1.0,3094,Neutral
clock,somewhere,”,collection,hand,painted,martini,glasses,orca,earrings,beaded,sari,Right,0.5,0.103,0.0,0.897,369,Positive
bay,doves,”,shares,site,“,”,“,scarlet,”,two,umbrellas,Right,0.3,0.084,0.0,0.916,431,Positive
grover,painting,paired,bag,sunrise,coffee,“,’,’,clock,somewhere,”,Right,0.0,0.0,0.0,1.0,3094,Neutral
”,portrait,late,supreme,court,justice,bader,ginsburg,painting,along,david,’,Right,0.8,0.212,0.0,0.788,222,Positive
lolita,martini,glasses,orca,earrings,beaded,marimekko,quilt,bid,late,russell,jaqua,Right,0.0,0.0,0.0,1.0,3094,Neutral
shares,site,“,michelle,”,“,”,two,umbrellas,designed,painter,karen,Right,0.3,0.081,0.0,0.919,431,Positive
found,northwindart,org,browsing,free,open,verraes,executive,director,merged,nonprofit,organization,Right,0.5,0.102,0.0,0.898,369,Positive
among,contributors,“,weave,together,”,,,,,,,Right,0.0,0.0,0.0,1.0,3094,Neutral
smiling,his,wife,tracy,bigelow,grisman,’,visual,artist,donor,“,honorable,Right,0.8,0.2,0.0,0.8,222,Positive
seattle,elaine,thompson,associated,press,gregg,mcclatchy,news,servicerenton,—,relatively,person,Right,0.0,0.0,0.0,1.0,3094,Neutral
football,game,arizona,cardinals,thursday,nov,,,,,,,Right,0.0,0.0,0.0,1.0,3094,Neutral
nfl,contracted,bioreference,laboratories,report,work,day,trailers,parked,outside,seahawks,’,Right,0.0,0.0,0.0,1.0,3094,Neutral
game,arizona,cardinals,thursday,nov,seattle,thompson,associated,press,gregg,bell,mcclatchy,Right,0.0,0.0,0.0,1.0,3094,Neutral
anytime,someone,comes,within,feet,someone,beeping,become,football,sound,coaches,’,Right,0.0,0.0,0.0,1.0,3094,Neutral
price,ford,part,ford,’,next,ev,certification,program,two,fast,chargers,Right,0.0,0.0,0.0,1.0,3094,Neutral
follow,latest,news,price,ford,facebook,,,,,,,Right,0.0,0.0,0.0,1.0,3094,Neutral
work,next,morning,packed,everything,could,walked,minutes,call,sister,”,refuse,Right,-0.3,0.0,0.073,0.927,242,Negative
limiting,herself,”,would,“,never,,,,,,,Right,0.0,0.0,0.0,1.0,3094,Neutral
’,share,message,preventable,”,says,starr,wscadv,director,public,affairs,noting,Right,0.3,0.075,0.0,0.925,431,Positive
share,message,preventable,”,says,kelly,wscadv,director,public,affairs,noting,cent,Right,0.3,0.073,0.0,0.927,431,Positive
would,“,never,find,husband,”,,,,,,,Right,0.0,0.0,0.0,1.0,3094,Neutral
julia,heard,repeatedly,she,“,limiting,”,would,“,never,find,husband,Right,0.0,0.0,0.0,1.0,3094,Neutral
like,apple,’,siri,amazon,’,kick,started,rise,voice,search,portending,Right,0.5,0.139,0.0,0.861,369,Positive
flower,garden,beds,small,lightweight,easy,around,four,tines,designed,mix,soil,Right,0.4,0.091,0.0,0.909,782,Positive
eager,able,fully,cultivate,mix,best,garden,beds,small,lightweight,easy,carry,Right,0.9,0.262,0.0,0.738,79,Positive
messages,seconds,downtown,businesses,said,organizer,witters,holiday,events,planned,port,townsend,Right,0.4,0.085,0.0,0.915,782,Positive
beginning,look,lot,like,christmas,sequim,,,,,,,Right,0.4,0.079,0.0,0.921,782,Positive
light,downtown,tree,thanksgiving,night,she,westcott,volunteers,worked,since,mid,october,Right,0.0,0.0,0.0,1.0,3094,Neutral
sequimchamber,hometown2020,port,angeles,tree,donated,john,miller,port,angeles,illuminated,saturday,Right,0.0,0.0,0.0,1.0,3094,Neutral
plans,include,message,port,angeles,mayor,dexter,pre,recorded,solos,local,high,Right,0.0,0.0,0.0,1.0,3094,Neutral
”,she,broadcast,event,live,facebook,seen,city,sequim,’,facebook,pages,Right,0.0,0.0,0.0,1.0,3094,Neutral
helped,light,downtown,tree,thanksgiving,night,emily,westcott,volunteers,worked,since,mid,Right,0.0,0.0,0.0,1.0,3094,Neutral
saturday,usher,season,stout,year,’,senior,united,states,sang,version,holiday,Right,0.7,0.217,0.0,0.783,231,Positive
advisory,committee,eight,positions,—,representatives,point,unincorporated,area,surrounding,port,angeles,Right,0.0,0.0,0.0,1.0,3094,Neutral
clallam,bay,sekiu,forks,unincorporated,area,quileute,tribe,lower,elwha,tribe,law,Right,-0.3,0.0,0.071,0.929,242,Negative
really,feeling,comfortable,”,seattle,coach,said,arrival,carlos,dunlap,trade,cincinnati,Right,0.6,0.158,0.0,0.842,384,Positive
yards,touchdown,seattle,’,playoff,win,january,wilson,perfectrussell,wilson,eagles,seahawks,Right,0.6,0.119,0.0,0.881,384,Positive
third,time,season,dropping,coach,matt,’,record,general,manager,bob,quinn,Right,0.0,0.0,0.0,1.0,3094,Neutral
patricia,’,record,general,manager,bob,’,mark,games,five,seasons,detroit,Right,0.0,0.0,0.0,1.0,3094,Neutral
away,beat,detroit,lions,thursday,texans,defensive,watt,early,pick,fuller,six,Right,0.0,0.037,0.0,0.963,3094,Neutral
san,diego,state,army,eventually,conclusion,night,pac,announced,huskies,would,host,Right,0.0,0.0,0.0,1.0,3094,Neutral
bridge,run,february,railroad,bridge,run,north,olympic,discovery,marathon,june,larry,Right,0.0,0.0,0.0,1.0,3094,Neutral
person,event,next,year,”,said,whittier,bremerton,pama,continues,give,community,Right,0.0,0.0,0.0,1.0,3094,Neutral
peninsula,’,virtual,10k,railroad,run,,,,,,,Right,0.0,0.0,0.0,1.0,3094,Neutral
’,virtual,10k,railroad,run,together,,,,,,,Right,0.0,0.0,0.0,1.0,3094,Neutral
run,april,north,olympic,discovery,marathon,larry,scott,trail,run,october,night,Right,0.0,0.0,0.0,1.0,3094,Neutral
victoria,jones,said,participant,ryan,gackenheimer,conn,thankful,“,making,event,virtual,Right,0.6,0.117,0.0,0.883,384,Positive
race,series,year,”,race,director,jones,said,participant,ryan,gackenheimer,sharon,Right,0.0,0.0,0.0,1.0,3094,Neutral
clallam,county,superior,court,she,pleaded,,,,,,,Right,0.5,0.108,0.0,0.892,369,Positive
degree,aggravated,murder,numerous,weapons,violations,clallam,county,sheriff,’,office,said,Right,-0.9,0.0,0.357,0.643,48,Negative
county,superior,court,today,defense,attorney,wolfley,said,“,think,felt,responsible,Right,0.7,0.219,0.0,0.781,231,Positive
court,papers,said,superior,court,judge,erickson,imposed,sentence,recommended,devlin,letellier,Right,0.6,0.195,0.038,0.767,384,Positive
survivors,trial,go,immense,grief,”,devlin,clallam,county,chief,criminal,deputy,Right,-0.8,0.0,0.196,0.804,114,Negative
sentenced,tuesday,shooting,death,year,old,may,“,she,accepted,responsibility,made,Right,-0.4,0.063,0.151,0.785,234,Negative
angeles,december,letellier,port,angeles,sentenced,shooting,death,year,old,tiffany,may,Right,-0.6,0.0,0.152,0.848,309,Negative
via,video,clallam,county,superior,court,pleaded,guilty,role,december,murder,sentenced,Right,-0.6,0.092,0.226,0.682,309,Negative
judge,lauren,erickson,set,bail,tuesday,r,bustillos,osuna,port,angeles,osuna,Right,0.0,0.0,0.0,1.0,3094,Neutral
year,old,girl,superior,court,judge,erickson,set,bail,tuesday,alexis,r,Right,0.5,0.111,0.0,0.889,369,Positive
court,judge,lauren,erickson,set,bail,alexis,r,bustillos,osuna,port,angeles,Right,0.0,0.0,0.0,1.0,3094,Neutral
told,port,angeles,police,officer,smith,home,osuna,assaulted,she,sleeping,according,Right,-0.5,0.0,0.105,0.895,245,Negative
first,degree,child,rape,year,old,superior,court,judge,lauren,erickson,set,Right,-0.3,0.097,0.13,0.773,242,Negative
dungeness,way,evening,oct,morris,sgt,bundy,investigating,reports,suspicious,male,looking,Right,-0.4,0.0,0.079,0.921,234,Negative
chief,criminal,deputy,brian,king,said,work,mcgibney,charged,oct,single,counts,Right,-0.6,0.0,0.157,0.843,309,Negative
view,crew,cast,includes,christian,eastman,sanford,delfonzo,martinez,vasquez,megan,boyd,Right,0.0,0.0,0.0,1.0,3094,Neutral
zelby,gloria,gabby,montana,levi,pulsipher,baker,rayna,mathison,let,’,“,Right,0.0,0.0,0.0,1.0,3094,Neutral
high,school,’,production,“,neverending,,,,,,,Right,0.0,0.0,0.0,1.0,3094,Neutral
madeline,montana,zach,perry,sophia,orth,duffy,zelby,gloria,gabby,montana,levi,Right,0.0,0.0,0.0,1.0,3094,Neutral
time,overcome,many,hard,time,”,urbani,paz,senior,reporter,jefferson,county,Right,-0.1,0.0,0.048,0.952,136,Negative
perry,sophia,orth,dana,duffy,zelby,gabby,montana,levi,pulsipher,alana,baker,Right,0.0,0.0,0.0,1.0,3094,Neutral
sanford,delfonzo,martinez,vasquez,megan,boyd,montana,zach,perry,sophia,orth,dana,Right,0.0,0.0,0.0,1.0,3094,Neutral
eastman,abby,sanford,delfonzo,martinez,vasquez,boyd,madeline,montana,zach,perry,sophia,Right,0.0,0.0,0.0,1.0,3094,Neutral
mean,girls,via,reading,horse,stories,drew,gothic,novels,“,think,art,Right,0.0,0.0,0.0,1.0,3094,Neutral
gabby,montana,levi,pulsipher,alana,baker,mathison,let,’,“,neverending,story,Right,0.0,0.0,0.0,1.0,3094,Neutral
megan,boyd,madeline,montana,zach,perry,orth,dana,duffy,zelby,gloria,gabby,Right,0.0,0.0,0.0,1.0,3094,Neutral
set,strange,world,called,fantasia,atreyu,anderson,appears,another,hero,striking,resemblance,Right,0.4,0.108,0.054,0.838,782,Positive
elk,market,hunted,meat,antlers,hides,teeth,shot,left,rot,thrill,seeking,Right,0.2,0.078,0.053,0.87,332,Positive
book,“,last,wilderness,”,murray,described,farmer,’,cow,mistaken,elk,Right,-0.4,0.0,0.088,0.912,234,Negative
hell,bucket,’,elected,idiots,”,friend,shrieked,day,election,“,idiot,Right,-0.7,0.091,0.225,0.684,130,Negative
fisherman,fish,camp,interest,burying,hatchet,vs,wade,controversy,fly,fishermen,typically,Right,0.5,0.094,0.0,0.906,369,Positive
found,drowned,feet,water,james,river,much,changed,since,time,founding,fathers,Right,-0.6,0.0,0.119,0.881,309,Negative
character,neither,force,firmness,gentleness,sensibility,”,accused,adams,wanting,crown,himself,Right,-0.3,0.0,0.073,0.927,242,Negative
pileated,woodpecker,big,red,crested,keystone,many,hours,corridor,sighting,helped,see,Right,0.0,0.0,0.0,1.0,3094,Neutral
favorite,ways,commune,nature,surrounded,fish,feeling,separateness,dissolves,kind,diving,horizon,Right,0.8,0.261,0.0,0.739,222,Positive
day,walk,deep,green,leaves,peace,urbani,paz,freelance,journalist,former,pdn,Right,0.7,0.169,0.0,0.831,231,Positive
open,gate,north,jacob,miller,road,street,cook,avenue,corner,49th,hendricks,Right,0.0,0.0,0.0,1.0,3094,Neutral
corridor,sighting,helped,see,’,plenty,feast,eyes,fern,fronds,hugging,trail,Right,0.4,0.091,0.0,0.909,782,Positive
see,’,plenty,else,feast,eyes,fronds,hugging,trail,branches,garlanded,moss,Right,0.4,0.091,0.0,0.909,782,Positive
fronds,hugging,trail,branches,garlanded,moss,hips,glistening,like,beads,rain,dotting,Right,0.6,0.159,0.0,0.841,384,Positive
cook,avenue,corner,49th,hendricks,willamette,streets,jefferson,land,trust,began,preserving,Right,0.5,0.102,0.0,0.898,369,Positive
preserving,wildlife,corridor,mid,1990s,hiring,spaeth,lead,project,she,connected,property,Right,0.0,0.0,0.0,1.0,3094,Neutral
listened,quiet,breathing,soon,heard,swish,’,feathers,comments,frog,chirps,tiny,Right,0.0,0.0,0.0,1.0,3094,Neutral
1990s,hiring,sarah,spaeth,lead,project,connected,property,owners,across,acres,completing,Right,0.0,0.0,0.0,1.0,3094,Neutral
reading,powerhouse,poetic,lineup,tess,gallagher,derry,port,angeles,port,townsend,’,Right,0.0,0.0,0.0,1.0,3094,Neutral
made,glad,read,point,comes,biography,mccall,author,harrowing,poem,titled,“,Right,0.5,0.097,0.0,0.903,369,Positive
humans,inflict,another,unflinching,unblinking,accounts,castro,luna,washington,state,poet,laureate,Right,0.0,0.0,0.0,1.0,3094,Neutral
she,somehow,incredibly,hopeful,future,”,urbani,paz,freelance,journalist,former,pdn,Right,0.7,0.176,0.0,0.824,231,Positive
book,comes,bright,beam,sentence,made,read,point,comes,biography,brynn,mccall,Right,0.5,0.13,0.0,0.87,369,Positive
mind,heart,great,hope,asked,poet,hughes,chimacum,acquaintance,could,borrow,freshly,Right,0.8,0.2,0.0,0.8,222,Positive
another,unflinching,unblinking,accounts,claudia,castro,washington,state,poet,laureate,born,salvador,Right,0.0,0.0,0.0,1.0,3094,Neutral
carter,gary,copeland,lilley,patrick,dixon,lawrence,matsuda,seattle,participate,hughes,moderating,Right,0.0,0.0,0.0,1.0,3094,Neutral
northwindarts,org,click,events,top,web,admission,free,reading,powerhouse,poetic,lineup,Right,0.6,0.154,0.0,0.846,384,Positive
“,stand,art,hate,”,anthology,chronicles,press,seattle,thursday,evening,seven,Right,-0.6,0.0,0.121,0.879,309,Negative
derry,port,angeles,port,townsend,’,carter,gary,copeland,lilley,patrick,dixon,Right,0.0,0.0,0.0,1.0,3094,Neutral
admission,free,reading,powerhouse,poetic,lineup,gallagher,alice,derry,port,angeles,port,Right,0.5,0.102,0.0,0.898,369,Positive
hughes,’,place,found,book,porch,’,left,eagerly,freed,mailer,opening,Right,0.6,0.169,0.0,0.831,384,Positive
mankind,animals,forest,long,salmon,treated,bones,washed,returned,river,fish,would,Right,0.0,0.0,0.0,1.0,3094,Neutral
’,neil,expedition,set,explore,map,incognita,rugged,mountains,hood,canal,quinault,Right,0.0,0.0,0.0,1.0,3094,Neutral
deep,easy,breath,”,executive,editor,leach,reached,email,protected,senior,staff,Right,0.7,0.217,0.0,0.783,231,Positive
dispense,election,nonsense,poll,clallam,”,bumgarner,chair,clallam,county,democratic,party,Right,0.0,0.083,0.083,0.833,3094,Neutral
attend,“,stop,steal,”,rally,today,said,“,every,legal,vote,Right,-0.6,0.049,0.175,0.777,309,Negative
court,battle,“,think,guys,stepped,pit,bull,”,said,underestimate,trump,Right,-0.6,0.0,0.156,0.844,309,Negative
republican,’,anti,trump,republican,”,said,bumgarner,said,she,thrilled,kamala,Right,0.2,0.093,0.074,0.833,332,Positive
said,she,thrilled,kamala,harris,first,first,black,woman,serve,vice,president,Right,0.4,0.091,0.0,0.909,782,Positive
woman,become,vice,president,saturday,nov,kaster,associated,press,kamala,harris,made,Right,0.0,0.0,0.0,1.0,3094,Neutral
administration,said,early,saturday,afternoon,administrator,murphy,formally,ascertained,biden,“,apparent,Right,0.0,0.0,0.0,1.0,3094,Neutral
“,purpose,politics,work,nation,’,flames,conflict,solve,problems,guarantee,justice,Right,0.3,0.205,0.142,0.653,431,Positive
suffrage,she,opened,remarks,tribute,late,congressman,john,lewis,civil,rights,icon,Right,0.0,0.0,0.0,1.0,3094,Neutral
serve,government,four,years,trump,defeated,clinton,trump,first,incumbent,president,lose,Right,-0.7,0.0,0.172,0.828,130,Negative
presidential,campaign,announced,biden,his,wife,vice,president,elect,kamala,harris,husband,Right,0.0,0.0,0.0,1.0,3094,Neutral
become,vice,president,saturday,nov,carolyn,associated,press,kamala,harris,made,history,Right,0.0,0.0,0.0,1.0,3094,Neutral
roopali,desai,attorney,arizona,secretary,state,hobbs,said,she,received,notice,saturday,Right,0.0,0.0,0.0,1.0,3094,Neutral
nearby,building,organizers,first,erected,stage,night,expecting,hold,biden,election,night,Right,0.0,0.0,0.0,1.0,3094,Neutral
’,motorcade,returned,his,golf,club,via,roads,largely,cleared,cars,people,Right,0.1,0.048,0.0,0.952,156,Positive
act,expanded,could,participate,american,democracy,praised,joe,biden,“,audacity,break,Right,0.5,0.103,0.0,0.897,369,Positive
his,running,mate,“,every,little,watching,tonight,sees,county,possibilities,”,Right,0.0,0.0,0.0,1.0,3094,Neutral
harris,daughter,jamaican,indian,immigrants,first,elected,vice,presidency,harris,noted,ascension,Right,0.0,0.0,0.0,1.0,3094,Neutral
investigated,new,york,’,attorney,general,longtime,trump,associate,recently,wrote,book,Right,0.0,0.0,0.0,1.0,3094,Neutral
former,trump,officials,like,ex,south,gov,nikki,haley,trump,’,eldest,Right,0.4,0.082,0.0,0.918,782,Positive
’,almost,like,twitter,explode,everything,”,she,said,future,republicans,steel,Right,0.3,0.076,0.0,0.924,431,Positive
like,ex,south,carolina,gov,nikki,trump,’,eldest,donald,trump,jr,Right,0.4,0.082,0.0,0.918,782,Positive
seen,trump,intends,his,term,ends,retreat,golf,course,launch,his,television,Right,0.2,0.058,0.0,0.942,332,Positive
nov,washington,evan,vucci,associated,press,colbin,zeke,miller,associated,presswashington,—,Right,0.0,0.0,0.0,1.0,3094,Neutral
officials,like,ex,south,carolina,gov,haley,trump,’,eldest,donald,trump,Right,0.4,0.082,0.0,0.918,782,Positive
political,gravity,his,extraordinary,rise,reality,businessman,presidency,fallen,back,earth,his,Right,-0.4,0.0,0.079,0.921,234,Negative
like,twitter,explode,everything,else,”,said,future,republicans,steel,said,party,Right,0.6,0.161,0.0,0.839,384,Positive
donald,trump,outcome,contests,georgia,north,nevada,remained,play,solidly,republican,state,Right,0.3,0.076,0.0,0.924,431,Positive
electoral,support,many,pivotal,states,including,arizona,michigan,pennsylvania,wisconsin,bush,last,Right,0.4,0.085,0.0,0.915,782,Positive
race,president,donald,trump,outcome,contests,north,carolina,nevada,remained,play,solidly,Right,0.3,0.076,0.0,0.924,431,Positive
example,race,george,w,bush,john,ap,call,winner,election,ohio,able,Right,0.6,0.119,0.0,0.881,384,Positive
biden,lead,biden,inched,past,incumbent,friday,early,saturday,leading,votes,nearly,Right,0.0,0.0,0.0,1.0,3094,Neutral
ballots,thursday,next,count,p,today,stanley,clallam,county,deputy,prosecuting,attorney,Right,0.0,0.0,0.0,1.0,3094,Neutral
charter,review,commission,clallam,county,home,clallam,net,“,review,clallam,county,Right,0.0,0.0,0.0,1.0,3094,Neutral
precincts,favored,idea,—,voters,rejected,’,general,election,voters,switched,gears,Right,-0.1,0.087,0.103,0.81,136,Negative
chairs,charter,review,commission,said,thursday,’,expect,charter,review,commission,consider,Right,0.0,0.0,0.0,1.0,3094,Neutral
october,smallest,gain,since,stores,reopened,nationwide,shutdown,march,weak,gain,suggests,Right,0.6,0.185,0.079,0.736,384,Positive
jobs,since,pandemic,began,”,said,pancotti,co,author,century,foundation,report,Right,0.0,0.0,0.0,1.0,3094,Neutral
—,number,americans,seeking,unemployment,aid,last,week,first,increase,five,weeks,Right,-0.1,0.111,0.089,0.8,136,Negative
banking,depends,outcome,pair,runoff,elections,january,still,optimism,remains,across,markets,Right,0.5,0.108,0.0,0.892,369,Positive
”,immunity,response,vaccine,candidate,said,hooper,chief,global,market,strategist,invesco,Right,0.0,0.0,0.0,1.0,3094,Neutral
values,leading,way,energy,stocks,p,percent,example,though,’,still,nearly,Right,0.6,0.156,0.0,0.844,384,Positive
—,big,rally,markets,worldwide,slowed,optimism,remained,high,global,economy,may,Right,0.5,0.111,0.0,0.889,369,Positive
virtual,meetings,noon,wednesday,week,features,geyer,resource,development,manager,united,way,Right,0.4,0.088,0.0,0.912,782,Positive
purchased,assets,customer,contacts,h2o,graphics,,,,,,,Right,0.2,0.055,0.0,0.945,332,Positive
“,witch,’,kind,”,third,,,,,,,Right,0.2,0.11,0.081,0.809,332,Positive
pen,louisa,morgan,endeavour,award,novel,,,,,,,Right,0.7,0.172,0.0,0.828,231,Positive
louisa,morgan,endeavour,award,novel,“,,,,,,,Right,0.7,0.177,0.0,0.823,231,Positive
marley,port,townsend,writes,pen,louisa,endeavour,award,novel,“,witch,’,Right,0.5,0.174,0.075,0.751,369,Positive
novel,“,witch,’,kind,”,,,,,,,Right,0.5,0.177,0.078,0.745,369,Positive
marley,year,’,win,matthew,hughes,b,“,wind,brings,”,authors,Right,0.6,0.132,0.0,0.868,384,Positive
since,“,witch,’,kind,”,published,“,age,witches,”,work,Right,0.2,0.118,0.087,0.796,332,Positive
nelson,paul,simon,greg,allman,garth,others,well,former,president,nobel,peace,Right,0.7,0.167,0.0,0.833,231,Positive
documentary,conceived,producer,chris,farrell,directed,wharton,screen,demand,nov,film,opens,Right,-0.1,0.0,0.049,0.951,136,Negative
view,decorated,trees,wreaths,receive,usual,beverage,christmas,favor,santa,photos,offered,Right,0.4,0.085,0.0,0.915,782,Positive
’,legal,team,suing,officials,michigan,based,suspicions,voter,fraud,scale,sufficient,Right,-0.8,0.043,0.241,0.716,114,Negative
